omega,country,sector
0.00041404506462149136,Sri Lanka,2395
0.0005956857622290315,Sri Lanka,2396
0.00044438265795928965,Sri Lanka,2399
0.0003919136520535145,Sri Lanka,2593
0.0004373524344279653,Sri Lanka,2599
0.0003747703651623722,Sri Lanka,2610
0.00035974141804827103,Sri Lanka,2620
0.00031874979676469866,Sri Lanka,2630
0.00038830725718938904,Sri Lanka,2651
0.00038429502694693903,Sri Lanka,2670
0.00042309352694386185,Sri Lanka,2710
0.00044639843543232635,Sri Lanka,2740
0.00042284721313413573,Sri Lanka,2790
0.0006405403050290708,Sri Lanka,2813
0.0004860570563313046,Sri Lanka,2816
0.00048684083212392553,Sri Lanka,2817
0.00040764354548025327,Sri Lanka,2819
0.00044376040590545673,Sri Lanka,2824
0.00043196357140336413,Sri Lanka,2826
0.0003585468568431083,Sri Lanka,2829
0.0004177085505248451,Sri Lanka,2920
0.00047334969879635034,Sri Lanka,2930
0.00039512113879234227,Sri Lanka,3030
0.0004005345019743716,Sri Lanka,3100
0.00042508671324507615,Sri Lanka,3211
0.00041062913708922493,Sri Lanka,3212
0.00041610127498633887,Sri Lanka,3230
0.00038051672315066117,Sri Lanka,3240
0.00039448158933431016,Sri Lanka,3250
0.0003951952313332997,Sri Lanka,3290
0.00039678820230539414,Colombia,1030
0.00038843681739667094,Colombia,1071
0.0003391418233796358,Colombia,1072
0.0003874671411033488,Colombia,1073
0.00039706745745049976,Colombia,1104
0.0003862974974025663,Colombia,1200
0.0004129840350620819,178,1610
0.00040201352108180883,178,1621
0.0002793090502791823,178,2829
0.000377971081954829,178,3211
0.0004485894778783159,180,1610
0.0004900060845886722,180,3211
0.0004864394508247501,184,1410
0.0003997330708283597,Costa Rica,1010
0.00039496358602903456,Costa Rica,1020
0.0003990880220139042,Costa Rica,1030
0.0002162178588686949,Costa Rica,1040
0.0003555025960962385,Costa Rica,1050
0.0003776679777720037,Costa Rica,1061
0.0003995466721922618,Costa Rica,1071
0.00039646376847394117,Costa Rica,1072
0.0004022444186158076,Costa Rica,1073
0.000406963178458823,Costa Rica,1074
0.00041392231484999503,Costa Rica,1079
0.00039615090179595123,Costa Rica,1080
0.00042069705039248255,Costa Rica,1101
0.0004272797293673242,Costa Rica,1103
0.00040501929590909975,Costa Rica,1104
0.0004521053689291898,Costa Rica,1200
0.0002959591523383769,Costa Rica,1311
0.0004324872243129366,Costa Rica,1312
0.0004787544104022944,Costa Rica,1391
0.00041486537790124935,Costa Rica,1392
0.0003330206532575161,Costa Rica,1393
0.00040451588363156157,Costa Rica,1394
0.0004355766154628001,Costa Rica,1399
0.00038691764220307205,Costa Rica,1410
0.0003583780271334927,Costa Rica,1430
0.0004197248431699762,Costa Rica,1512
0.0003959814062820208,Costa Rica,1520
0.0004099841296695786,Costa Rica,1610
0.00030640260648993347,Costa Rica,1621
0.0003595085955888157,Costa Rica,1622
0.0005261325017848545,Costa Rica,1623
0.000414721579031458,Costa Rica,1629
0.00046623992330027935,Costa Rica,1701
0.0003975450345839101,Costa Rica,1702
0.00038711949633811536,Costa Rica,1709
0.00029403255141240126,Costa Rica,1811
0.00043121890760424065,Costa Rica,2011
0.0003834271948076047,Costa Rica,2013
0.0003657269986860802,Costa Rica,2021
0.00042376999749114215,Costa Rica,2022
0.0004057421735340445,Costa Rica,2023
0.00043687143245482783,Costa Rica,2029
0.0002495002398900131,Costa Rica,2030
0.0003747536986664653,Costa Rica,2100
0.0004009196218788175,Costa Rica,2211
0.0004126298978550695,Costa Rica,2219
0.00043812745110489976,Costa Rica,2220
0.00041345628623309883,Costa Rica,2310
0.0004947865458784623,Costa Rica,2392
0.0004274238281855227,Costa Rica,2393
0.00037735673544169997,Costa Rica,2395
0.00041435448956688136,Costa Rica,2399
0.00046456985381738,Costa Rica,2410
0.0004003667604645904,Costa Rica,2420
0.0004435810039249983,Costa Rica,2431
0.0004048131204368923,Costa Rica,2511
0.00042992961384828493,Costa Rica,2512
0.000420955954971367,Costa Rica,2593
0.0004073535064891508,Costa Rica,2599
0.00046504537888297613,Costa Rica,2610
0.00020263243497631886,Costa Rica,2620
0.0003833758338663574,Costa Rica,2630
0.0004604428482565915,Costa Rica,2640
0.00043629474957274165,Costa Rica,2651
0.0004306211743782839,Costa Rica,2652
0.00040531103114675124,Costa Rica,2660
0.0004014672669962398,Costa Rica,2670
0.000432818555391576,Costa Rica,2680
0.00041649634058707995,Costa Rica,2710
0.0004118407444146119,Costa Rica,2720
0.0004476169175004622,Costa Rica,2731
0.0004364603591311036,Costa Rica,2732
0.0003314101629943569,Costa Rica,2733
0.0004281982434821765,Costa Rica,2740
0.0003554543068212438,Costa Rica,2750
0.00040412457961529007,Costa Rica,2790
0.00039566415150115944,Costa Rica,2811
0.0004271567218787161,Costa Rica,2812
0.0003916742858180277,Costa Rica,2813
0.0003827724587891938,Costa Rica,2814
0.00038349688586582226,Costa Rica,2815
0.00043582293971631983,Costa Rica,2816
0.0004075417392499436,Costa Rica,2817
0.0004844125492087665,Costa Rica,2818
0.0004035952075469361,Costa Rica,2819
0.0003969507190126548,Costa Rica,2821
0.0004072790827780725,Costa Rica,2822
0.0005085005790700226,Costa Rica,2823
0.0004137472564749904,Costa Rica,2824
0.00041681864657056055,Costa Rica,2825
0.0004140342786966344,Costa Rica,2826
0.00038228336909265637,Costa Rica,2829
0.0003816621987698841,Costa Rica,2910
0.00045286781242607344,Costa Rica,2920
0.0004408110592557427,Costa Rica,2930
0.00040832145507547384,Costa Rica,3011
0.00042851120447184106,Costa Rica,3012
0.0005027396800979695,Costa Rica,3030
0.00028136489247500296,Costa Rica,3099
0.0004125805139879765,Costa Rica,3100
0.00037685365228395625,Costa Rica,3211
0.0003848475782267431,Costa Rica,3212
0.00041524352410508586,Costa Rica,3220
0.00038819516756349653,Costa Rica,3230
0.0005321309264889548,Costa Rica,3240
0.0004061242336764172,Costa Rica,3250
0.00036249311630628673,Costa Rica,3290
0.0004451853619752905,Costa Rica,Wastes
0.00036024326415323027,204,2023
0.0005900901836279407,212,1410
0.000363311869470758,212,2023
0.00029701873695378036,212,2710
0.0004956191736113157,Dominican Rep,1010
0.00041822591376609885,Dominican Rep,1020
0.00039831251416030835,Dominican Rep,1030
0.0004074813647434953,Dominican Rep,1040
0.00044760794308272334,Dominican Rep,1050
0.0003863358424257149,Dominican Rep,1061
0.00031998313726693846,Dominican Rep,1062
0.0003955264630846506,Dominican Rep,1071
0.0003898440879284746,Dominican Rep,1072
0.0003924631326310017,Dominican Rep,1073
0.0003835391522227922,Dominican Rep,1074
0.00039096555520401764,Dominican Rep,1079
0.00042373711444598094,Dominican Rep,1080
0.0003991875870005418,Dominican Rep,1101
0.00038517336021003383,Dominican Rep,1102
0.0003843636207478313,Dominican Rep,1103
0.000419036366233081,Dominican Rep,1104
0.0003990804711489782,Dominican Rep,1200
0.0002809119154818427,Dominican Rep,1311
0.00034603306525297553,Dominican Rep,1312
0.0004381741751569293,Dominican Rep,1391
0.00039351776164735745,Dominican Rep,1392
0.0005568953475597532,Dominican Rep,1393
0.000390631729185538,Dominican Rep,1394
0.0003946777457725887,Dominican Rep,1399
0.00039322849320298233,Dominican Rep,1410
0.0004097935005931492,Dominican Rep,1430
0.00045899721534936003,Dominican Rep,1511
0.0003927805169643074,Dominican Rep,1512
0.00040743795790769893,Dominican Rep,1520
0.00036418349114869574,Dominican Rep,1610
0.00040638174863872776,Dominican Rep,1622
0.0004382758997857314,Dominican Rep,1623
0.0003971997574775811,Dominican Rep,1629
0.00040530156036100857,Dominican Rep,1701
0.0003750812652808846,Dominican Rep,1702
0.0004275931962475033,Dominican Rep,1709
0.0003679155048414979,Dominican Rep,1811
0.00042936099616383056,Dominican Rep,1920
0.00036352732516916486,Dominican Rep,2011
0.0004008290596241849,Dominican Rep,2012
0.0003969310554982944,Dominican Rep,2013
0.0005050186947751287,Dominican Rep,2022
0.00039015118999697875,Dominican Rep,2023
0.0003960154834980873,Dominican Rep,2029
0.00023206855121803393,Dominican Rep,2030
0.0003683398956763382,Dominican Rep,2100
0.0004138686019844458,Dominican Rep,2211
0.00035502384923628453,Dominican Rep,2219
0.00039554396475273326,Dominican Rep,2220
0.0003167605600619957,Dominican Rep,2310
0.0004051807913347229,Dominican Rep,2391
0.0003975613369579447,Dominican Rep,2392
0.0004479898538656715,Dominican Rep,2393
0.00045185090685294853,Dominican Rep,2394
0.0004535497433032308,Dominican Rep,2395
0.00040528930486724606,Dominican Rep,2396
0.00041596887506360324,Dominican Rep,2399
0.0005015256394300929,Dominican Rep,2410
0.00042955075351747786,Dominican Rep,2420
0.00043287693953721767,Dominican Rep,2511
0.0004802988849006404,Dominican Rep,2512
0.00039559134791710337,Dominican Rep,2593
0.000369800627553161,Dominican Rep,2599
0.00038829618496104843,Dominican Rep,2610
0.0004728272835082329,Dominican Rep,2620
0.0003769060173236565,Dominican Rep,2630
0.0003940684155911308,Dominican Rep,2640
0.0004223262109762162,Dominican Rep,2651
0.00025554243828370294,Dominican Rep,2652
0.0004207197644185957,Dominican Rep,2660
0.0003692813681527064,Dominican Rep,2670
0.0003854039044905909,Dominican Rep,2680
0.00041076503088054357,Dominican Rep,2710
0.0004514927145735559,Dominican Rep,2720
0.0004146810135103609,Dominican Rep,2731
0.0004892054447236902,Dominican Rep,2732
0.00030522355609806454,Dominican Rep,2733
0.0003097488860441892,Dominican Rep,2740
0.000309387570440392,Dominican Rep,2750
0.00037960805452365065,Dominican Rep,2790
0.0006586767169840559,Dominican Rep,2811
0.0004326496554593711,Dominican Rep,2812
0.00042098946568328623,Dominican Rep,2813
0.0003608734484174274,Dominican Rep,2814
0.0003895942975029323,Dominican Rep,2816
0.0004932161473223788,Dominican Rep,2817
0.00036241660114916463,Dominican Rep,2818
0.0004437010527733554,Dominican Rep,2819
0.0003953538048485339,Dominican Rep,2821
0.00043875763870735373,Dominican Rep,2822
0.00046009590271104816,Dominican Rep,2823
0.0005230774340317549,Dominican Rep,2824
0.00037467392897403546,Dominican Rep,2825
0.0003417695127402605,Dominican Rep,2826
0.00040403710237716365,Dominican Rep,2829
0.00039966342603580096,Dominican Rep,2910
0.00035508340919795315,Dominican Rep,2920
0.0003875106370067035,Dominican Rep,2930
0.00038016254436075864,Dominican Rep,3012
0.0004397657379973915,Dominican Rep,3030
0.00037283875796577994,Dominican Rep,3091
0.00036831620274471423,Dominican Rep,3092
0.0003684620643318028,Dominican Rep,3100
0.0003942523119383569,Dominican Rep,3211
0.0003494412584876615,Dominican Rep,3212
0.00035016151619873755,Dominican Rep,3220
0.00039446404658040107,Dominican Rep,3230
0.0004586493430234224,Dominican Rep,3240
0.0003980489433170843,Dominican Rep,3250
0.00039879298571146777,Dominican Rep,3290
0.0004325089086507606,Dominican Rep,Wastes
0.0003754696148096984,El Salvador,1020
0.00039495342090451705,El Salvador,1030
0.00039811707635526296,El Salvador,1050
0.0004029104964196175,El Salvador,1061
0.0003729270999137728,El Salvador,1062
0.00039427326036545977,El Salvador,1071
0.00039703325650064313,El Salvador,1072
0.0004034988440888367,El Salvador,1073
0.0003986146429027052,El Salvador,1074
0.0003814293996464412,El Salvador,1079
0.00039510786762667576,El Salvador,1101
0.0003734917940794805,El Salvador,1103
0.00039143694244936936,El Salvador,1104
0.0003456173760201454,El Salvador,1200
0.0004282641445898945,El Salvador,1311
0.0004008382658662879,El Salvador,1312
0.00041741291397745457,El Salvador,1391
0.0004047216339360351,El Salvador,1392
0.00036494690218560845,El Salvador,1394
0.00043194414556412957,El Salvador,1399
0.0004017987373669467,El Salvador,1410
0.00040581164811495597,El Salvador,1430
0.00037676117632073544,El Salvador,1512
0.00040111611541666627,El Salvador,1520
0.0004942973603990057,El Salvador,1623
0.00040187189788557767,El Salvador,1629
0.00028790251719810643,El Salvador,1701
0.0003794153164606903,El Salvador,1702
0.0004350396865513318,El Salvador,1709
0.00045440145018136896,El Salvador,1811
0.0004670991486388325,El Salvador,2011
0.0004625824670223805,El Salvador,2013
0.00038811853689031575,El Salvador,2022
0.00037470634876181173,El Salvador,2023
0.0004279067335881116,El Salvador,2029
0.00041925043301651015,El Salvador,2030
0.0004227989722200003,El Salvador,2100
0.0003830036759971865,El Salvador,2219
0.00041327775952428443,El Salvador,2220
0.00044445937737753885,El Salvador,2310
0.00038681903251547235,El Salvador,2393
0.00039992280327693687,El Salvador,2395
0.00021403406333815787,El Salvador,2399
0.0004313969724918333,El Salvador,2410
0.00028506995764530956,El Salvador,2420
0.0002830601153079755,El Salvador,2431
0.00043198067748504885,El Salvador,2511
0.0004192333341988262,El Salvador,2512
0.00043409940268761065,El Salvador,2593
0.00037647053400937617,El Salvador,2599
0.00037105315845112276,El Salvador,2610
0.0003994991357310431,El Salvador,2620
0.00043090129101168635,El Salvador,2630
0.0004025719829779129,El Salvador,2640
0.0003970302808957937,El Salvador,2651
0.00024428832117497106,El Salvador,2660
0.0004454567033864304,El Salvador,2710
0.0004514688806609726,El Salvador,2720
0.0002853910408055464,El Salvador,2731
0.0004667006603714518,El Salvador,2732
0.00032533075730743446,El Salvador,2740
0.00021275139873787622,El Salvador,2750
0.00043191490585811756,El Salvador,2790
0.00033124837271781285,El Salvador,2811
0.00034359849879629417,El Salvador,2812
0.00039143380641787036,El Salvador,2813
0.0003890150542595513,El Salvador,2814
0.000379779195631355,El Salvador,2816
0.00036047170693480584,El Salvador,2817
0.0004794197733920772,El Salvador,2818
0.0004545110539907467,El Salvador,2819
0.00043453406496370747,El Salvador,2821
0.0003037586495385823,El Salvador,2822
0.00034395813718523626,El Salvador,2824
0.0003755437915637037,El Salvador,2825
0.0003841987159095046,El Salvador,2826
0.0003765317158863041,El Salvador,2829
0.0004247652950686984,El Salvador,2910
0.0004898432150296704,El Salvador,2930
0.00027489222756437815,El Salvador,3030
0.0004080267380925556,El Salvador,3100
0.00037010778396745454,El Salvador,3212
0.0004026554038758003,El Salvador,3230
0.0003189298641538206,El Salvador,3240
0.0004391953116350351,El Salvador,3250
0.0004076127962404673,El Salvador,3290
0.00043674216212732307,El Salvador,Wastes
0.0002807709620391131,231,1030
0.00036957198408517583,231,1061
0.0004222331951029561,231,1079
0.0003906593464025469,231,1103
0.00034212394113696085,231,1104
0.00043828120290570905,231,1312
0.00046890525705171394,231,1392
0.0005118108952030174,231,1393
0.0004236719880408123,231,1410
0.0004278688334949563,231,1430
0.00038932059754844895,231,1512
0.00044637805295800564,231,1520
0.00039222743245605375,231,1629
0.0003909162033996034,231,2023
0.0005218163985029581,231,2029
0.00044915439294233275,231,2220
0.00042129811304206547,231,2393
0.0003182966468626541,231,2651
0.0003536451529722113,231,2710
0.0003856172200397033,231,3030
0.00039558080843622034,231,3100
0.00042522586539904875,231,3212
0.0005071397798952164,231,3220
0.0003683733642838045,242,1020
0.00039441466173605847,242,1030
0.00038261668729653014,242,1040
0.000367560937568302,242,1050
0.00038780102653446105,242,1061
0.00039862687655394777,242,1071
0.0004237841770931744,242,1072
0.0004012375427691177,242,1073
0.0004177042394789085,242,1074
0.00039252568188827654,242,1079
0.0004337418168445025,242,1104
0.000407771841810773,242,1392
0.00033047450569800537,242,1399
0.0004079790245815562,242,1410
0.0002631632095552975,242,1512
0.00040573836138060827,242,1610
0.00041672843575333267,242,1629
0.0003572289832623333,242,1702
0.0005712504184135535,242,1709
